期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
2021127,2021-11-07(日),"07,15,16,20,27,29",07,10,6816913,96,236577,1551,3000,77141,200,1348446,10,10983440,5,"上海1注,浙江1注,福建1注,江西1注,山东1注,广东2注,四川3注,共10注。",877334837
2021126,2021-11-04(四),"19,20,23,27,28,31",01,6,8689696,90,307474,716,3000,40239,200,895666,10,9209887,5,"山西1注,辽宁5注,共6注。",877369730
2021125,2021-11-02(二),"14,19,20,23,24,31",09,4,8898474,84,232052,1239,3000,65556,200,1223620,10,13381133,5,"内蒙古1注,上海1注,广东1注,甘肃1注,共4注。",846489745
2021124,2021-10-31(日),"01,03,18,22,29,32",02,8,7956250,117,252670,1011,3000,55712,200,1164759,10,9880553,5,"北京1注,江苏2注,福建2注,广东1注,深圳2注,共8注。",823606529
2021123,2021-10-28(四),"06,14,15,19,29,31",05,6,8473913,207,125866,1429,3000,81160,200,1561057,10,7844786,5,"河北1注,辽宁1注,山东1注,河南1注,湖北1注,湖南1注,共6注。",798569016
2021122,2021-10-26(二),"04,05,12,15,18,28",07,5,8231591,91,221949,1608,3000,78204,200,1406855,10,12300918,5,"北京1注,重庆1注,广东1注,贵州1注,云南1注,共5注。",771249437
2021121,2021-10-24(日),"04,05,12,16,22,30",15,7,7721874,205,116177,1769,3000,98135,200,1755290,10,10704926,5,"江苏1注,浙江1注,山东3注,甘肃2注,共7注。",751815051
2021120,2021-10-21(四),"01,07,08,12,13,18",05,40,5268563,496,27072,3968,3000,135450,200,1958845,10,12381809,5,"河北11注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江2注,山东1注,重庆2注,河南12注,湖北2注,广西1注,四川2注,陕西1注,甘肃1注,深圳1注,共40注。",734418962
2021119,2021-10-19(二),"03,09,10,11,28,29",13,15,6354639,356,71346,1861,3000,93916,200,1712832,10,6361168,5,"天津1注,辽宁1注,黑龙江1注,浙江1注,江西1注,重庆4注,湖北1注,湖南3注,广东1注,陕西1注,共15注。",904876996
2021118,2021-10-17(日),"02,06,14,18,20,31",13,6,8460209,126,205964,1285,3000,68471,200,1267023,10,11030667,5,"北京1注,浙江1注,山东1注,湖北1注,四川2注,共6注。",923998119
2021117,2021-10-14(四),"03,05,17,21,27,33",04,10,6782803,101,220644,1443,3000,69491,200,1187525,10,11293252,5,"安徽1注,河南2注,广东1注,贵州1注,云南5注,共10注。",896904658
2021116,2021-10-12(二),"06,14,17,18,31,33",06,3,10000000,46,552161,1108,3000,51903,200,1035380,10,9691974,5,"上海1注,安徽1注,广东1注,共3注。",897877549
2021115,2021-10-10(日),"02,10,12,15,24,27",08,5,7857682,100,178605,1755,3000,82453,200,1469923,10,15677560,5,"河北1注,内蒙古1注,福建1注,广东1注,云南1注,共5注。",851679247
2021114,2021-10-07(四),"04,06,08,14,24,27",02,3,10000000,177,158159,1159,3000,49586,200,1051972,10,5884946,5,"河北1注,山西2注,共3注。",837386111
2021113,2021-10-05(二),"04,07,10,22,27,30",02,12,6380290,231,89629,1313,3000,69736,200,1260963,10,6093964,5,"江苏1注,浙江1注,安徽1注,福建1注,江西1注,山东4注,广东1注,广西1注,四川1注,共12注。",783403562
2021112,2021-09-30(四),"05,06,21,25,28,33",07,22,5394421,229,47364,4288,3000,157535,200,2140687,10,14460308,5,"北京2注,河北1注,上海1注,江苏2注,浙江4注,安徽3注,福建1注,广东2注,广西1注,四川2注,贵州1注,陕西1注,深圳1注,共22注。",797853981
2021111,2021-09-28(二),"17,20,22,23,26,28",06,3,10000000,96,219919,1367,3000,66536,200,1272844,10,12202161,5,"河北1注,河南1注,广东1注,共3注。",883991506
2021110,2021-09-26(日),"10,13,15,24,31,32",02,5,9736534,246,120338,999,3000,48494,200,978568,10,10488816,5,"浙江1注,山东1注,四川1注,云南1注,陕西1注,共5注。",850654756
2021109,2021-09-23(四),"02,03,10,17,20,26",16,4,9492827,132,170182,1041,3000,64041,200,1255240,10,12270077,5,"内蒙古1注,黑龙江1注,福建1注,广东1注,共4注。",810527410
2021108,2021-09-21(二),"11,15,18,24,26,32",09,5,8478207,118,184227,1022,3000,64483,200,1287213,10,10161904,5,"福建1注,山东3注,重庆1注,共5注。",781106313
2021107,2021-09-19(日),"02,03,17,19,25,30",01,7,7867703,151,166174,1967,3000,87514,200,1471919,10,8281192,5,"天津1注,浙江2注,山东1注,湖北2注,广东1注,共7注。",758280964
2021106,2021-09-16(四),"01,04,07,14,30,31",03,7,8130452,150,182609,1137,3000,58151,200,1188236,10,8386172,5,"河北1注,浙江1注,福建1注,江西1注,山东1注,湖南2注,共7注。",738077667
2021105,2021-09-14(二),"10,14,15,22,27,32",09,9,6993977,174,128920,1497,3000,70287,200,1250498,10,10858158,5,"辽宁1注,浙江2注,山东1注,重庆2注,河南1注,湖北1注,新疆1注,共9注。",712816451
2021104,2021-09-12(日),"01,07,17,20,22,28",15,6,9475659,101,332350,964,3000,56794,200,1292130,10,6653795,5,"安徽1注,山东1注,湖南3注,深圳1注,共6注。",708465505
2021103,2021-09-09(四),"10,13,15,25,29,30",15,2,10000000,122,233872,1121,3000,63371,200,1254029,10,7692762,5,"山东1注,广东1注,共2注。",664617126
2021102,2021-09-07(二),"05,09,15,24,27,30",09,34,5285653,236,51441,3484,3000,133111,200,1938593,10,14065408,5,"河北1注,山西1注,内蒙古1注,江苏1注,浙江16注,山东1注,河南3注,湖北2注,湖南1注,广东2注,贵州1注,云南1注,陕西1注,宁夏1注,深圳1注,共34注。",599019763
2021101,2021-09-05(日),"02,04,12,22,29,31",01,6,8682830,107,258142,1128,3000,64342,200,1279444,10,10667635,5,"河北1注,江苏1注,福建1注,江西1注,河南1注,四川1注,共6注。",742311198
2021100,2021-09-02(四),"07,09,12,13,14,29",16,8,7583366,170,151962,1289,3000,78715,200,1572343,10,7945070,5,"湖南1注,贵州4注,云南1注,陕西2注,共8注。",711544497
2021099,2021-08-31(二),"09,11,17,18,20,27",15,7,7942916,278,92627,1251,3000,74032,200,1486441,10,7324464,5,"福建1注,重庆5注,湖北1注,共7注。",694710436
2021098,2021-08-29(日),"01,10,13,18,26,32",05,4,10000000,141,178834,1135,3000,64042,200,1353431,10,12137553,5,"山西1注,浙江1注,安徽1注,湖北1注,共4注。",673059288
2021097,2021-08-26(四),"03,11,12,13,25,28",12,45,5323421,359,50675,2611,3000,111890,200,1712428,10,10770974,5,"辽宁20注,吉林2注,上海1注,浙江3注,安徽1注,福建1注,山东2注,重庆6注,湖北3注,湖南1注,广东2注,海南1注,四川1注,新疆1注,共45注。",637412452
2021096,2021-08-24(二),"01,07,11,14,15,26",11,13,5640531,91,114380,2458,3000,107427,200,1756843,10,16605396,5,"山西1注,辽宁1注,黑龙江1注,浙江2注,安徽1注,福建1注,河南1注,四川1注,云南1注,甘肃1注,新疆1注,深圳1注,共13注。",822388985
2021095,2021-08-22(日),"08,12,17,24,27,28",13,4,10000000,140,201541,1212,3000,71862,200,1385115,10,8738036,5,"江西1注,山东1注,云南1注,新疆1注,共4注。",864489999
2021094,2021-08-19(四),"09,11,24,25,28,33",15,1,10000000,101,273512,939,3000,55433,200,1073497,10,7599864,5,"浙江1注,共1注。",819842497
2021093,2021-08-17(二),"05,11,15,23,28,33",03,5,8646623,229,99525,1519,3000,81885,200,1476260,10,8574636,5,"山西1注,黑龙江1注,山东2注,云南1注,共5注。",746968208
2021092,2021-08-15(日),"02,07,08,10,12,31",03,4,9066769,154,132037,2270,3000,96489,200,1690180,10,12594106,5,"河北2注,山东1注,广东1注,共4注。",721827132
2021091,2021-08-12(四),"04,06,16,24,26,33",16,4,10000000,102,258058,1454,3000,57244,200,1040232,10,8258156,5,"天津1注,江苏1注,浙江1注,福建1注,共4注。",697092670
2021090,2021-08-10(二),"05,06,12,14,27,28",08,19,5534608,199,63803,3132,3000,126379,200,1889998,10,12503687,5,"河北1注,辽宁1注,吉林1注,上海1注,江苏1注,浙江2注,安徽2注,福建1注,山东2注,湖北2注,湖南1注,广东1注,四川2注,云南1注,共19注。",658126685
2021089,2021-08-08(日),"01,02,07,13,23,24",12,51,5338932,659,32787,3029,3000,100562,200,1413621,10,11100604,5,"河北16注,上海1注,重庆15注,河南4注,四川11注,云南1注,新疆2注,深圳1注,共51注。",725193394
2021088,2021-08-05(四),"04,12,15,16,19,26",06,7,7133062,165,113116,1933,3000,94551,200,1632069,10,10092497,5,"山西1注,辽宁1注,上海1注,江苏2注,安徽1注,山东1注,共7注。",932658139
2021087,2021-08-03(二),"02,13,16,19,23,24",04,10,6520555,219,86789,1805,3000,89095,200,1495397,10,10024763,5,"河北1注,黑龙江1注,福建1注,江西1注,山东3注,湖北1注,广东1注,陕西1注,共10注。",926596691
2021086,2021-08-01(日),"06,08,10,14,28,29",01,1,10000000,123,214082,1461,3000,70011,200,1378287,10,8169348,5,"四川1注,共1注。",934781421
2021085,2021-07-29(四),"05,06,07,11,14,20",02,4,9473926,189,118357,1532,3000,74557,200,1335442,10,9232518,5,"安徽1注,福建1注,广东1注,广西1注,共4注。",865785162
2021084,2021-07-27(二),"05,07,09,11,21,28",01,21,5814345,182,117453,2273,3000,96799,200,1600076,10,7661859,5,"河北10注,辽宁1注,吉林1注,江西1注,山东2注,重庆1注,河南1注,湖南1注,广东1注,云南2注,共21注。",836571971
2021083,2021-07-25(日),"04,09,11,25,28,33",04,25,5173874,276,19686,4499,3000,163725,200,2293244,10,17837376,5,"北京1注,河北1注,山西1注,辽宁1注,江苏1注,浙江1注,江西1注,山东4注,河南1注,湖北1注,湖南1注,广东4注,四川2注,云南3注,陕西2注,共25注。",894543509
2021082,2021-07-22(四),"03,06,11,13,26,32",05,7,7348639,161,127643,1482,3000,83342,200,1523668,10,10037443,5,"天津1注,上海2注,江苏1注,云南1注,陕西1注,深圳1注,共7注。",1007589655
2021081,2021-07-20(二),"01,03,05,18,22,23",01,4,10000000,135,207725,879,3000,45659,200,1001881,10,6962930,5,"内蒙古1注,福建1注,云南1注,陕西1注,共4注。",997378346
2021080,2021-07-18(日),"05,08,22,23,24,29",09,12,6122048,119,141434,2263,3000,107774,200,1806713,10,14153530,5,"内蒙古3注,上海3注,山东2注,重庆1注,广东1注,云南2注,共12注。",953249373
2021079,2021-07-15(四),"01,03,10,24,28,29",13,8,7301888,95,242304,1614,3000,65031,200,1305677,10,9270187,5,"江苏1注,浙江1注,福建2注,湖南1注,广东3注,共8注。",976221781
2021078,2021-07-13(二),"04,06,15,26,27,31",12,6,7800858,132,159139,1568,3000,73374,200,1304974,10,10181168,5,"浙江1注,安徽1注,广东3注,陕西1注,共6注。",965580237
2021077,2021-07-11(日),"08,15,17,25,27,30",10,13,6434628,112,208149,1760,3000,81202,200,1433306,10,11185595,5,"内蒙古1注,吉林2注,江苏2注,福建1注,山东3注,湖北1注,湖南1注,广东1注,陕西1注,共13注。",949366069
2021076,2021-07-08(四),"03,09,21,23,30,32",06,4,7982765,87,171423,1448,3000,79528,200,1471463,10,15154121,5,"安徽2注,云南1注,新疆1注,共4注。",963078086
2021075,2021-07-06(二),"12,15,16,21,22,29",01,2,10000000,55,435092,888,3000,52998,200,1089033,10,10081835,5,"江苏1注,陕西1注,共2注。",950267665
2021074,2021-07-04(日),"04,05,09,14,25,27",07,14,5822076,163,88259,2839,3000,117710,200,1892436,10,15756412,5,"河北1注,辽宁2注,江苏1注,山东2注,湖北1注,广西4注,四川1注,陕西1注,深圳1注,共14注。",898477373
2021073,2021-07-01(四),"01,06,18,22,24,25",08,4,9536636,83,273291,1329,3000,70230,200,1423416,10,10085448,5,"重庆1注,湖北2注,云南1注,共4注。",936827442
2021072,2021-06-29(二),"01,09,15,16,19,21",15,3,10000000,105,275206,894,3000,49241,200,993424,10,6838341,5,"辽宁1注,浙江2注,共3注。",906924437
2021071,2021-06-27(日),"01,07,24,31,32,33",08,6,7393944,75,239394,1440,3000,67960,200,1217408,10,17290255,5,"上海1注,江苏1注,浙江1注,福建1注,四川1注,西藏1注,共6注。",850234438
2021070,2021-06-24(四),"01,05,11,15,16,29",15,6,8972728,179,166455,980,3000,53848,200,1106832,10,6099191,5,"江苏1注,浙江1注,河南3注,广西1注,共6注。",840734349
2021069,2021-06-22(二),"06,11,18,20,23,26",05,5,8297648,130,158540,2322,3000,81432,200,1286895,10,10445152,5,"北京1注,上海1注,江苏1注,浙江1注,新疆1注,共5注。",805184330
2021068,2021-06-20(日),"04,14,18,24,31,32",15,7,8662562,232,138135,801,3000,60674,200,1280696,10,6324307,5,"北京1注,江苏1注,浙江1注,重庆1注,广东1注,四川1注,贵州1注,共7注。",784841657
2021067,2021-06-17(四),"01,11,19,23,25,29",09,6,7464865,61,303057,1349,3000,67848,200,1249765,10,13780675,5,"河北1注,黑龙江1注,安徽1注,广东1注,新疆2注,共6注。",749337326
2021066,2021-06-15(二),"02,06,19,26,30,33",15,14,6436433,145,173362,1873,3000,52905,200,1078175,10,8159462,5,"山西2注,辽宁1注,重庆5注,广东1注,贵州1注,云南1注,宁夏2注,新疆1注,共14注。",738667046
2021065,2021-06-13(日),"01,04,08,19,29,33",16,3,10000000,82,384177,883,3000,48427,200,1064673,10,5729443,5,"河南1注,广西1注,陕西1注,共3注。",753364365
2021064,2021-06-10(四),"04,06,08,15,16,18",16,4,10000000,112,242377,1407,3000,59259,200,1150957,10,7393611,5,"内蒙古1注,黑龙江1注,浙江1注,山东1注,共4注。",688856687
2021063,2021-06-08(二),"04,05,06,09,23,24",09,16,5000000,106,6000,3611,3000,161374,200,2345956,10,33168514,5,"北京3注,辽宁2注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东1注,湖北1注,广东1注,云南2注,深圳2注,共16注。",647417696
2021062,2021-06-06(日),"12,13,15,20,22,25",10,6,8804175,67,425840,1323,3000,61966,200,1244768,10,11177798,5,"上海1注,浙江1注,安徽1注,山东1注,四川1注,甘肃1注,共6注。",727417696
2021061,2021-06-03(四),"04,09,12,18,20,23",01,4,10000000,127,237150,959,3000,62484,200,1290322,10,7174534,5,"上海1注,山东1注,广东1注,深圳1注,共4注。",694648802
2021060,2021-06-01(二),"10,11,17,20,29,30",15,6,8356965,163,154461,1661,3000,81825,200,1479247,10,8447580,5,"内蒙古2注,吉林1注,浙江2注,陕西1注,共6注。",644294438
2021059,2021-05-30(日),"01,09,11,18,32,33",14,1,10000000,91,397078,1118,3000,53299,200,1079064,10,6091729,5,"广东1注,共1注。",618904511
2021058,2021-05-27(四),"09,11,13,18,19,28",14,5,9893453,96,318584,904,3000,57701,200,1285673,10,7612220,5,"河北1注,安徽1注,广西2注,新疆1注,共5注。",520502015
2021057,2021-05-25(二),"05,06,09,17,25,33",16,6,8882850,179,162689,1322,3000,84235,200,1724157,10,6288779,5,"河北1注,上海1注,山东1注,河南1注,广东2注,共6注。",478217025
2021056,2021-05-23(日),"08,21,22,23,29,32",01,10,7488306,215,144669,1472,3000,78355,200,1468157,10,8350697,5,"北京1注,辽宁1注,江苏1注,安徽1注,山东1注,河南1注,广东1注,广西1注,四川1注,甘肃1注,共10注。",444149990
2021055,2021-05-20(四),"03,11,12,16,22,28",10,29,5553793,206,97451,2385,3000,110566,200,1811703,10,11374448,5,"北京2注,河北4注,上海1注,浙江4注,安徽4注,福建1注,河南7注,广东2注,四川1注,贵州2注,云南1注,共29注。",425721551
2021054,2021-05-18(二),"07,13,21,22,24,31",02,4,10000000,83,374991,708,3000,42478,200,947362,10,7507515,5,"广东1注,广西1注,陕西1注,深圳1注,共4注。",526556537
2021053,2021-05-16(日),"07,10,14,16,24,33",16,3,10000000,84,355480,1096,3000,60756,200,1230629,10,9567511,5,"辽宁1注,山东1注,陕西1注,共3注。",473183576
2021052,2021-05-13(四),"03,04,06,19,21,30",14,1,10000000,171,171643,1362,3000,66878,200,1388168,10,7102418,5,"浙江1注,共1注。",413602410
2021051,2021-05-11(二),"08,09,10,19,27,29",15,10,6796944,309,72691,2165,3000,120940,200,1746527,10,9408099,5,"浙江1注,福建1注,山东1注,广东4注,云南1注,陕西2注,共10注。",335549357
2021050,2021-05-09(日),"02,09,10,16,25,28",08,22,5598001,248,66310,3639,3000,138091,200,2069574,10,14534301,5,"北京1注,山西2注,内蒙古2注,辽宁3注,浙江4注,福建1注,山东2注,重庆1注,河南1注,湖南1注,广东1注,宁夏3注,共22注。",336133387
2021049,2021-05-06(四),"04,11,13,22,25,32",01,4,10000000,78,440233,570,3000,36849,200,833050,10,5808232,5,"内蒙古3注,山东1注,共4注。",409954275
2021048,2021-05-04(二),"04,15,17,22,29,32",03,2,10000000,64,394580,872,3000,49389,200,981344,10,8577511,5,"河北1注,浙江1注,共2注。",346939552
2021047,2021-05-02(日),"03,07,13,16,24,29",01,5,9419460,231,119574,1279,3000,77757,200,1479677,10,7043793,5,"山西1注,山东1注,河南1注,湖北1注,广东1注,共5注。",291180168
2021046,2021-04-29(四),"05,09,13,21,28,33",06,24,5735971,122,180976,1736,3000,82894,200,1471684,10,12023685,5,"山西1注,内蒙古5注,浙江1注,安徽1注,山东2注,广东5注,四川5注,贵州1注,云南1注,陕西2注,共24注。",255412592
2021045,2021-04-27(二),"01,04,14,15,17,32",02,6,8717208,86,324175,1241,3000,58766,200,1208538,10,9157872,5,"浙江1注,湖北2注,云南2注,西藏1注,共6注。",326838472
2021044,2021-04-25(日),"05,07,14,17,26,28",13,5,10000000,160,213373,1040,3000,66683,200,1365326,10,7725647,5,"广西5注,共5注。",295504539
2021043,2021-04-22(四),"02,03,17,18,23,24",01,3,10000000,93,331233,1009,3000,57800,200,1208576,10,8236635,5,"河北1注,黑龙江1注,福建1注,共3注。",243085282
2021042,2021-04-20(二),"05,09,10,22,25,27",08,26,5498446,275,58907,3405,3000,137211,200,2165911,10,12703100,5,"山西3注,内蒙古1注,吉林1注,江苏1注,浙江4注,安徽1注,河南1注,湖北1注,湖南1注,广西3注,贵州1注,陕西3注,甘肃2注,宁夏1注,新疆2注,共26注。",180671046
2021041,2021-04-18(日),"02,09,18,23,26,32",14,54,5307817,367,56614,5538,3000,149845,200,1990456,10,10816631,5,"北京3注,天津1注,河北1注,内蒙古1注,辽宁2注,黑龙江2注,上海1注,江苏2注,浙江2注,福建1注,江西1注,山东7注,重庆4注,河南3注,湖北1注,广东4注,广西2注,四川6注,云南2注,陕西2注,甘肃2注,宁夏1注,新疆2注,深圳1注,共54注。",275032108
2021040,2021-04-15(四),"02,06,07,24,28,29",16,6,8652104,238,115087,1700,3000,77607,200,1344201,10,9088870,5,"河北2注,山西1注,浙江1注,安徽1注,湖北1注,共6注。",499321280
2021039,2021-04-13(二),"02,08,21,24,29,31",13,7,7814665,105,234555,1353,3000,69340,200,1334305,10,11039608,5,"江苏1注,重庆1注,广东1注,四川4注,共7注。",469061553
2021038,2021-04-11(日),"05,07,09,16,18,27",06,32,5502610,539,37299,3373,3000,146841,200,2362122,10,10657993,5,"辽宁2注,黑龙江2注,安徽1注,福建1注,山东1注,河南1注,广东4注,广西2注,海南1注,陕西15注,青海1注,新疆1注,共32注。",449879238
2021037,2021-04-08(四),"13,17,19,24,26,30",12,7,7856624,104,240340,1257,3000,69907,200,1362825,10,10420304,5,"内蒙古1注,黑龙江1注,安徽1注,广东2注,四川2注,共7注。",565649555
2021036,2021-04-06(二),"01,02,06,11,21,26",11,12,6690644,137,185107,1583,3000,75152,200,1283138,10,9011510,5,"天津1注,河北1注,内蒙古1注,福建2注,山东1注,海南2注,四川1注,云南1注,陕西1注,新疆1注,共12注。",545659537
2021035,2021-04-04(日),"12,14,18,20,26,28",11,7,7844638,153,162683,1043,3000,59213,200,1198261,10,12152869,5,"河北1注,辽宁1注,上海1注,河南1注,广东2注,深圳1注,共7注。",549868285
2021034,2021-04-01(四),"04,10,12,18,23,25",01,5,8852481,155,155342,1405,3000,78984,200,1512448,10,10743968,5,"广东1注,四川1注,贵州2注,深圳1注,共5注。",530109002
2021033,2021-03-30(二),"02,12,13,14,31,33",06,7,8001905,98,268027,1015,3000,58449,200,1174569,10,10817113,5,"辽宁1注,浙江1注,深圳5注,共7注。",502137377
2021032,2021-03-28(日),"01,05,08,15,16,30",03,12,6977206,187,158599,1541,3000,81404,200,1523897,10,10304984,5,"天津2注,河北2注,上海1注,江苏1注,浙江1注,山东1注,河南1注,贵州1注,陕西1注,新疆1注,共12注。",479350693
2021031,2021-03-25(四),"06,11,21,25,28,31",07,12,5950364,166,85876,2965,3000,127476,200,1988965,10,15926787,5,"北京1注,内蒙古2注,安徽1注,福建2注,江西1注,陕西2注,新疆3注,共12注。",474102879
2021030,2021-03-23(二),"08,09,13,27,29,31",05,7,8232900,143,197817,1361,3000,74815,200,1580208,10,8472158,5,"浙江1注,安徽1注,山东1注,河南2注,广东1注,四川1注,共7注。",502740835
2021029,2021-03-21(日),"08,10,15,17,22,30",12,17,5716335,234,65051,4149,3000,155643,200,2296641,10,15038352,5,"山西1注,黑龙江2注,江苏1注,浙江3注,福建3注,山东1注,重庆2注,河南1注,湖北1注,湖南1注,四川1注,共17注。",475507497
2021028,2021-03-18(四),"11,16,23,26,27,33",05,7,7433674,125,170357,1653,3000,81797,200,1492269,10,13699206,5,"天津1注,江苏2注,浙江1注,四川1注,贵州1注,云南1注,共7注。",527018817
2021027,2021-03-16(二),"05,07,09,16,20,26",08,23,5339305,391,24948,4253,3000,179331,200,2670711,10,13585289,5,"北京1注,天津1注,上海2注,江苏1注,浙江4注,山东4注,重庆1注,河南2注,湖北2注,广东3注,四川2注,共23注。",515170584
2021026,2021-03-14(日),"03,05,13,19,20,25",03,74,5079572,829,8878,10054,3000,262251,200,2868799,10,12551309,5,"北京1注,天津1注,河北4注,山西2注,内蒙古5注,辽宁2注,黑龙江1注,上海5注,江苏5注,浙江4注,安徽2注,福建3注,江西1注,山东12注,河南1注,湖北3注,湖南1注,广东8注,广西4注,四川1注,贵州3注,陕西1注,甘肃2注,宁夏2注,共74注。",608709487
2021025,2021-03-11(四),"06,08,14,17,18,30",11,6,8396506,166,153456,1286,3000,81196,200,1621302,10,8693532,5,"江苏1注,浙江3注,陕西1注,新疆1注,共6注。",962516400
2021024,2021-03-09(二),"01,04,06,10,11,18",02,5,9223370,139,189899,1532,3000,71981,200,1379701,10,7650897,5,"广东3注,甘肃1注,新疆1注,共5注。",936474051
2021023,2021-03-07(日),"02,21,22,23,27,28",11,4,9744205,85,279070,1493,3000,78678,200,1452819,10,13077370,5,"安徽1注,江西1注,广西1注,四川1注,共4注。",903402709
2021022,2021-03-04(四),"10,15,17,25,31,32",06,3,10000000,84,266346,1454,3000,77079,200,1424865,10,10733570,5,"北京1注,吉林1注,四川1注,共3注。",871216452
2021021,2021-03-02(二),"04,08,17,24,28,33",13,19,5979263,155,150048,1569,3000,67589,200,1196524,10,9727982,5,"北京10注,上海1注,浙江1注,山东3注,广东1注,广西1注,四川1注,陕西1注,共19注。",834097039
2021020,2021-02-28(日),"01,03,06,07,09,11",02,19,6085156,505,51034,2423,3000,108206,200,1748933,10,7899262,5,"北京1注,天津1注,河北1注,黑龙江1注,上海1注,江苏1注,江西1注,山东1注,广东5注,云南2注,宁夏2注,新疆2注,共19注。",877930510
2021019,2021-02-25(四),"12,16,17,24,28,29",08,6,6344519,104,96960,2630,3000,111444,200,1792877,10,16740762,5,"浙江1注,重庆2注,广西1注,云南1注,新疆1注,共6注。",916231105
2021018,2021-02-23(二),"02,08,14,23,25,32",06,3,10000000,128,193330,1192,3000,66905,200,1284280,10,8768376,5,"河北1注,辽宁1注,江苏1注,共3注。",924046536
2021017,2021-02-21(日),"09,15,18,29,32,33",02,6,8959033,116,255972,1241,3000,64086,200,1262820,10,13771604,5,"江西1注,海南1注,云南2注,陕西1注,新疆1注,共6注。",879807720
2021016,2021-02-07(日),"03,08,09,13,15,18",10,16,6134153,192,118140,2667,3000,127578,200,2306554,10,14404133,5,"江苏1注,安徽1注,山东1注,重庆2注,湖南3注,广东3注,贵州1注,云南2注,宁夏1注,深圳1注,共16注。",844483666
2021015,2021-02-04(四),"06,14,16,26,28,29",07,6,7672352,93,215512,1766,3000,80567,200,1485225,10,13293032,5,"天津1注,河北1注,黑龙江1注,山东1注,四川1注,陕西1注,共6注。",874580915
2021014,2021-02-02(二),"04,15,21,25,29,33",06,3,10000000,96,270821,1092,3000,59870,200,1156375,10,9611054,5,"上海2注,安徽1注,共3注。",860487095
2021013,2021-01-31(日),"06,09,12,16,27,31",06,17,5756403,169,95109,2696,3000,115789,200,1908413,10,16571545,5,"吉林1注,黑龙江1注,江苏1注,浙江7注,山东1注,湖北1注,湖南1注,广东1注,广西1注,云南2注,共17注。",812490648
2021012,2021-01-28(四),"03,06,14,18,20,26",01,17,5854248,218,83269,3232,3000,131613,200,2066088,10,9959544,5,"河北3注,内蒙古1注,江苏1注,浙江1注,安徽1注,山东3注,湖南1注,广东4注,广西1注,贵州1注,共17注。",862128803
2021011,2021-01-26(二),"05,10,16,23,27,33",14,18,5425200,228,41960,4092,3000,143134,200,1902016,10,15488908,5,"天津1注,河北1注,辽宁2注,江苏1注,浙江2注,安徽1注,福建1注,河南1注,湖北3注,湖南1注,广东1注,四川2注,陕西1注,共18注。",907192691
2021010,2021-01-24(日),"01,04,11,19,32,33",05,7,8060622,129,207600,1485,3000,61961,200,1207796,10,11480560,5,"黑龙江2注,上海2注,甘肃2注,新疆1注,共7注。",976145268
2021009,2021-01-21(四),"02,04,07,24,25,32",13,4,10000000,57,502273,839,3000,48800,200,1023809,10,8591142,5,"北京1注,辽宁1注,福建1注,广东1注,共4注。",952228282
2021008,2021-01-19(二),"01,05,07,14,18,33",07,4,8728131,86,216751,1307,3000,74215,200,1420459,10,13589776,5,"山西1注,内蒙古1注,山东1注,宁夏1注,共4注。",906339544
2021007,2021-01-17(日),"02,04,12,21,25,32",16,3,10000000,104,298114,851,3000,53412,200,1154564,10,8385470,5,"安徽1注,河南1注,陕西1注,共3注。",885330100
2021006,2021-01-14(四),"06,08,22,24,25,26",01,10,7377222,194,153171,938,3000,55395,200,1170832,10,7161782,5,"内蒙古1注,浙江1注,安徽1注,山东1注,河南3注,湖南1注,广西1注,四川1注,共10注。",822318331
2021005,2021-01-12(二),"07,09,14,26,30,31",04,14,6353946,76,311764,1515,3000,76343,200,1389048,10,9560127,5,"内蒙古1注,江苏1注,浙江1注,宁夏1注,深圳10注,共14注。",806944718
2021004,2021-01-10(日),"02,03,07,08,17,22",15,2,10000000,208,145638,1114,3000,72913,200,1543803,10,7953405,5,"河北1注,河南1注,共2注。",824817771
2021003,2021-01-07(四),"06,09,16,18,22,29",11,5,9406368,136,202498,1371,3000,66938,200,1327624,10,7143214,5,"黑龙江2注,江苏1注,浙江1注,陕西1注,共5注。",753939585
2021002,2021-01-05(二),"06,10,13,25,26,32",11,10,7105919,185,142291,1421,3000,73241,200,1406559,10,9034147,5,"北京2注,辽宁1注,福建3注,河南1注,湖南2注,深圳1注,共10注。",718352017
2021001,2021-01-03(日),"02,03,13,18,20,31",11,10,7034106,126,201796,1794,3000,84577,200,1553167,10,12387835,5,"山西1注,江苏1注,福建1注,山东1注,湖南2注,广东2注,广西2注,共10注。",710439245
2020134,2020-12-31(四),"02,09,10,20,22,26",01,48,5382786,275,83517,2423,3000,113586,200,1925649,10,10935118,5,"河北2注,内蒙古3注,福建37注,广东2注,广西2注,陕西1注,宁夏1注,共48注。",704501324
2020133,2020-12-29(二),"03,19,22,23,27,29",07,3,10000000,99,283877,938,3000,52045,200,1099329,10,8966016,5,"山东1注,四川2注,共3注。",893973468
